batch_id,timestamp,machine_id,temperature_C,pressure_bar,raw_material_kg,batch_size_kg,reaction_rate_constant,reaction_time_min,machine_runtime_min,downtime_min,cycle_time_min,conversion_percent,production_kg,defective_kg,good_production_kg,yield_percent,energy_kWh,energy_cost,total_cost,cost_per_good_kg,throughput_kg_hr,maintenance_event
139,2025-01-12 12:00:00,M04,63.47,3.955,926.33,920.71,0.003059,186.19,199.26,2.46,201.72,55.0,506.39,9.33,497.06,53.66,934.42,121.47,2437.84,4.905,147.84,No
140,2025-01-12 14:00:00,M01,70.2,4.564,989.36,979.61,0.003991,135.42,146.68,10.61,157.29,55.0,538.79,7.02,531.77,53.75,760.97,98.93,2574.81,4.842,202.84,No
141,2025-01-12 16:00:00,M03,73.86,4.131,993.57,957.1,0.004472,122.35,132.93,9.88,142.81,55.0,526.41,9.9,516.5,51.98,730.9,95.02,2573.76,4.983,217.01,No
142,2025-01-12 18:00:00,M03,80.08,4.673,994.97,967.15,0.00564,101.79,121.61,28.45,150.06,55.0,531.93,14.2,517.73,52.03,659.95,85.79,2595.9,5.014,207.01,No
143,2025-01-12 20:00:00,M05,68.84,3.681,1111.12,1083.69,0.003685,152.45,174.59,14.74,189.32,55.0,596.03,13.01,583.02,52.47,839.39,109.12,2817.65,4.833,184.77,No
144,2025-01-12 22:00:00,M03,68.46,4.178,881.96,876.55,0.0037,154.73,176.55,1.89,178.43,55.0,482.1,11.29,470.81,53.38,860.92,111.92,2281.86,4.847,158.32,No
145,2025-01-13 00:00:00,M03,71.71,3.941,1183.04,1170.62,0.00412,130.34,146.33,15.17,161.5,55.0,643.84,7.82,636.02,53.76,755.97,98.28,2848.05,4.478,236.29,No
146,2025-01-13 02:00:00,M02,73.93,3.648,997.04,974.66,0.004407,134.83,153.35,40.29,193.64,55.0,536.06,14.45,521.61,52.32,811.22,105.46,2642.21,5.065,161.63,No
147,2025-01-13 04:00:00,M02,71.15,4.17,1052.22,1038.26,0.004072,125.93,134.94,7.26,142.2,55.0,571.04,9.95,561.09,53.32,722.0,93.86,2739.38,4.882,236.75,No
148,2025-01-13 06:00:00,M03,77.77,4.98,1011.51,983.49,0.005271,91.97,116.45,9.91,126.36,55.0,540.92,11.41,529.51,52.35,596.46,77.54,2643.06,4.992,251.44,No
149,2025-01-13 08:00:00,M03,67.6,3.816,844.66,852.76,0.003542,141.1,163.72,8.4,172.12,55.0,469.02,10.58,458.44,54.27,767.32,99.75,2237.93,4.882,159.8,No
150,2025-01-13 10:00:00,M01,72.66,4.143,904.91,897.57,0.00429,120.24,141.85,11.52,153.37,55.0,493.66,8.11,485.56,53.66,715.62,93.03,2294.97,4.726,189.96,No
151,2025-01-13 12:00:00,M05,74.45,3.609,952.82,947.51,0.004481,104.8,119.21,11.77,130.98,55.0,521.13,9.36,511.77,53.71,638.39,82.99,2331.46,4.556,234.43,No
152,2025-01-13 14:00:00,M05,69.8,3.543,1089.43,1091.09,0.003795,115.68,132.23,11.4,143.63,55.0,600.1,13.02,587.08,53.89,659.45,85.73,2622.58,4.467,245.24,No
153,2025-01-13 16:00:00,M01,76.62,3.846,875.41,872.96,0.004871,124.22,141.46,6.92,148.38,55.0,480.13,7.94,472.18,53.94,766.47,99.64,2128.08,4.507,190.93,No
154,2025-01-13 18:00:00,M03,72.82,3.998,922.98,909.49,0.004292,154.55,179.35,8.93,188.28,55.0,500.22,10.24,489.98,53.09,898.59,116.82,2495.77,5.094,156.15,No
155,2025-01-13 20:00:00,M01,76.34,4.017,1014.84,997.36,0.004854,125.5,147.5,12.49,160.0,55.0,548.55,8.38,540.17,53.23,776.38,100.93,2619.85,4.85,202.57,No
156,2025-01-13 22:00:00,M04,73.07,4.098,1042.56,1043.04,0.004345,122.09,139.34,16.91,156.25,55.0,573.67,14.31,559.36,53.65,721.74,93.83,2847.46,5.091,214.8,No
157,2025-01-14 00:00:00,M02,74.07,3.458,1039.84,1024.58,0.004399,99.4,119.74,17.58,137.31,55.0,563.52,13.07,550.45,52.94,603.36,78.44,2606.5,4.735,240.52,No
158,2025-01-14 02:00:00,M04,68.52,3.918,911.44,889.58,0.003674,158.27,172.63,34.23,206.85,55.0,489.27,9.36,479.91,52.65,862.33,112.1,2403.78,5.009,139.2,No
159,2025-01-14 04:00:00,M04,68.53,4.426,856.18,863.54,0.003741,119.08,131.54,23.16,154.69,55.0,474.95,11.97,462.97,54.07,664.45,86.38,2245.27,4.85,179.57,No
160,2025-01-14 06:00:00,M04,78.73,3.589,1048.52,1021.01,0.005188,108.03,125.75,16.96,142.71,55.0,561.56,12.98,548.58,52.32,683.38,88.84,2699.96,4.922,230.64,No
161,2025-01-14 08:00:00,M01,75.5,4.04,1128.98,1088.55,0.004718,107.36,120.81,9.09,129.9,55.0,598.7,9.19,589.51,52.22,655.61,85.23,2750.86,4.666,272.3,No
162,2025-01-14 10:00:00,M05,66.37,4.332,968.92,965.93,0.003449,114.41,125.64,48.03,173.68,55.0,531.26,14.12,517.14,53.37,630.08,81.91,2482.75,4.801,178.66,No
163,2025-01-14 12:00:00,M02,72.99,3.848,896.98,875.65,0.004296,158.04,176.17,2.31,178.49,55.0,481.61,10.21,471.4,52.55,922.23,119.89,2413.33,5.119,158.47,No
164,2025-01-14 14:00:00,M01,58.94,4.354,961.31,951.91,0.002617,180.38,197.32,15.15,212.46,55.0,523.55,7.09,516.46,53.72,851.2,110.66,2632.12,5.096,145.85,No
165,2025-01-14 16:00:00,M03,68.84,3.515,1035.47,1042.51,0.003664,147.41,161.38,18.95,180.33,55.0,573.38,6.09,567.3,54.79,833.0,108.29,2575.76,4.54,188.75,No
166,2025-01-14 18:00:00,M02,77.29,4.6,979.02,948.18,0.005117,108.91,125.31,14.46,139.77,55.0,521.5,9.48,512.02,52.3,689.38,89.62,2501.06,4.885,219.8,No
167,2025-01-14 20:00:00,M05,71.31,4.365,1126.65,1109.19,0.004123,128.9,148.42,6.9,155.32,55.0,610.06,9.72,600.34,53.29,747.4,97.16,2844.34,4.738,231.91,No
168,2025-01-14 22:00:00,M04,72.65,4.225,1083.25,1086.28,0.004301,140.01,157.1,20.87,177.97,55.0,597.45,13.8,583.65,53.88,813.71,105.78,2745.32,4.704,196.77,No
169,2025-01-15 00:00:00,M02,58.0,4.706,1016.59,1009.66,0.002555,199.96,218.53,5.4,223.92,55.0,555.31,8.91,546.41,53.75,929.01,120.77,2737.37,5.01,146.41,No
170,2025-01-15 02:00:00,M05,69.84,4.052,824.11,809.97,0.00387,153.96,171.28,22.21,193.49,55.0,445.48,8.16,437.33,53.07,866.22,112.61,2343.04,5.358,135.61,No
171,2025-01-15 04:00:00,M02,73.86,3.922,937.7,950.52,0.00444,133.14,158.06,4.9,162.96,55.0,522.78,13.54,509.25,54.31,785.19,102.07,2455.34,4.822,187.5,No
172,2025-01-15 06:00:00,M03,74.56,4.818,950.68,935.33,0.004693,98.63,121.94,26.44,148.38,55.0,514.43,13.57,500.86,52.68,609.78,79.27,2365.44,4.723,202.53,No
173,2025-01-15 08:00:00,M02,77.29,5.028,932.8,923.25,0.005194,112.6,131.07,19.25,150.31,55.0,507.79,7.95,499.84,53.59,720.01,93.6,2283.4,4.568,199.52,No
174,2025-01-15 10:00:00,M05,70.84,3.888,1017.17,1022.05,0.003988,122.21,136.93,13.7,150.63,55.0,562.13,14.12,548.01,53.88,707.88,92.02,2583.7,4.715,218.29,No
175,2025-01-15 12:00:00,M01,71.09,4.149,1019.03,1015.74,0.00406,117.96,133.72,10.37,144.09,55.0,558.66,14.29,544.36,53.42,690.94,89.82,2664.68,4.895,226.67,No
176,2025-01-15 14:00:00,M01,64.67,4.67,849.33,850.06,0.003279,179.62,192.46,11.35,203.81,55.0,467.54,8.83,458.71,54.01,923.15,120.01,2250.71,4.907,135.04,No
177,2025-01-15 16:00:00,M03,70.88,4.165,1072.41,1044.75,0.004031,132.99,147.8,4.69,152.49,55.0,574.61,9.81,564.8,52.67,750.05,97.51,2734.95,4.842,222.22,No
178,2025-01-15 18:00:00,M05,65.06,4.468,1001.45,1001.19,0.003303,180.21,200.88,12.99,213.87,55.0,550.65,6.65,544.0,54.32,939.08,122.08,2768.23,5.089,152.62,No
179,2025-01-15 20:00:00,M05,61.84,4.551,1032.19,1018.81,0.002939,202.73,218.36,8.89,227.25,55.0,560.34,7.72,552.63,53.54,994.95,129.34,2752.28,4.98,145.91,No
180,2025-01-15 22:00:00,M04,66.03,3.947,1067.03,1041.48,0.00336,136.6,153.9,9.81,163.71,55.0,572.81,10.78,562.04,52.67,734.46,95.48,2712.5,4.826,205.98,No
181,2025-01-16 00:00:00,M05,80.3,4.389,930.97,919.49,0.005626,110.74,133.47,46.06,179.53,55.0,505.72,13.08,492.64,52.92,728.57,94.71,2315.12,4.699,164.64,No
182,2025-01-16 02:00:00,M05,70.51,4.197,1113.3,1099.14,0.003984,147.73,167.94,9.04,176.98,55.0,604.53,10.76,593.77,53.33,832.55,108.23,2904.76,4.892,201.3,No
183,2025-01-16 04:00:00,M03,73.21,3.652,987.24,994.56,0.004298,121.59,139.87,8.7,148.57,55.0,547.01,11.25,535.76,54.27,723.58,94.07,2561.81,4.782,216.37,No
184,2025-01-16 06:00:00,M02,69.18,3.755,1136.13,1124.29,0.00374,148.87,166.42,27.96,194.37,55.0,618.36,17.65,600.71,52.87,828.46,107.7,2983.03,4.966,185.43,No
185,2025-01-16 08:00:00,M04,62.15,3.906,919.55,897.14,0.002908,215.0,232.21,6.48,238.68,55.0,493.43,8.14,485.28,52.77,1048.92,136.36,2368.38,4.88,121.99,No
186,2025-01-16 10:00:00,M04,77.15,4.618,1129.44,1098.79,0.005096,106.52,128.25,36.07,164.31,55.0,604.34,12.12,592.21,52.43,683.51,88.86,2841.48,4.798,216.25,No
187,2025-01-16 12:00:00,M02,60.05,4.633,918.64,904.34,0.002756,240.0,259.19,10.8,269.99,55.0,497.39,9.38,488.01,53.12,1129.83,146.88,2534.29,5.193,108.45,No
188,2025-01-16 14:00:00,M01,68.95,4.537,1229.39,1191.09,0.003813,178.28,195.25,5.96,201.21,55.0,655.1,11.63,643.47,52.34,978.24,127.17,2986.28,4.641,191.88,No
189,2025-01-16 16:00:00,M04,71.7,4.398,914.33,892.77,0.004185,137.61,150.51,2.44,152.96,55.0,491.02,12.35,478.67,52.35,786.92,102.3,2376.51,4.965,187.77,No
190,2025-01-16 18:00:00,M02,73.27,4.386,1095.09,1075.46,0.00442,124.39,144.32,30.35,174.66,55.0,591.5,12.39,579.11,52.88,754.0,98.02,2878.59,4.971,198.94,No
191,2025-01-16 20:00:00,M05,68.0,4.325,967.38,947.98,0.003658,151.18,170.55,7.81,178.37,55.0,521.39,11.82,509.57,52.67,829.3,107.81,2457.56,4.823,171.41,No
192,2025-01-16 22:00:00,M02,61.89,4.383,1064.35,1057.67,0.002928,178.14,189.81,10.56,200.37,55.0,581.72,17.28,564.44,53.03,876.51,113.95,2846.15,5.042,169.02,No
193,2025-01-17 00:00:00,M01,67.59,4.414,996.35,972.59,0.003615,159.45,176.83,9.31,186.14,55.0,534.92,13.99,520.93,52.28,863.72,112.28,2588.14,4.968,167.92,No
194,2025-01-17 02:00:00,M05,67.88,3.568,901.79,861.53,0.003546,174.57,193.9,7.79,201.7,55.0,473.84,8.67,465.17,51.58,942.65,122.54,2390.68,5.139,138.38,No
195,2025-01-17 04:00:00,M01,67.75,3.844,748.29,721.92,0.003564,130.48,147.43,16.63,164.06,55.0,397.06,7.23,389.82,52.1,717.38,93.26,2040.84,5.235,142.56,No
196,2025-01-17 06:00:00,M01,77.34,3.737,1225.68,1207.04,0.004973,123.79,149.05,22.19,171.24,55.0,663.87,11.24,652.63,53.25,774.16,100.64,3008.56,4.61,228.67,No
197,2025-01-17 08:00:00,M03,65.33,4.698,1006.57,984.39,0.003362,189.67,213.78,40.97,254.74,55.0,541.41,12.68,528.73,52.53,985.73,128.14,2562.86,4.847,124.53,No
198,2025-01-17 10:00:00,M05,73.66,4.944,735.08,713.15,0.004567,133.62,146.57,32.06,178.63,55.0,392.23,6.47,385.76,52.48,804.82,104.63,1956.02,5.071,129.57,No
199,2025-01-17 12:00:00,M01,72.87,3.224,1027.23,1035.97,0.004183,133.21,150.22,12.82,163.04,55.0,569.78,16.29,553.49,53.88,778.51,101.21,2660.55,4.807,203.69,No
200,2025-01-17 14:00:00,M02,77.28,4.904,1062.06,1056.69,0.00517,117.43,139.31,24.49,163.8,55.0,581.18,11.32,569.87,53.66,732.44,95.22,2726.99,4.785,208.74,No
201,2025-01-17 16:00:00,M04,71.27,4.239,935.64,920.95,0.004098,162.32,179.98,45.66,225.65,55.0,506.52,12.02,494.51,52.85,916.08,119.09,2501.82,5.059,131.49,No
202,2025-01-17 18:00:00,M05,76.35,4.656,936.25,924.83,0.004965,113.31,134.26,24.83,159.09,55.0,508.65,11.27,497.38,53.13,704.67,91.61,2351.68,4.728,187.58,No
203,2025-01-17 20:00:00,M03,71.05,4.428,998.21,980.07,0.004094,138.93,154.34,12.04,166.37,55.0,539.04,7.94,531.09,53.2,787.24,102.34,2594.12,4.885,191.53,No
204,2025-01-17 22:00:00,M01,74.39,4.848,1108.23,1074.94,0.00467,155.93,167.65,16.84,184.5,55.0,591.21,14.43,576.78,52.05,943.3,122.63,2838.46,4.921,187.57,No
205,2025-01-18 00:00:00,M01,63.73,4.294,1009.0,1006.34,0.003126,188.8,209.58,29.1,238.68,55.0,553.49,13.0,540.49,53.57,952.27,123.8,2781.46,5.146,135.87,No
206,2025-01-18 02:00:00,M02,58.0,3.586,1131.69,1126.28,0.002457,199.78,216.45,1.59,218.04,55.0,619.45,10.65,608.8,53.8,919.46,119.53,2992.78,4.916,167.53,No
207,2025-01-18 04:00:00,M01,74.08,4.152,1101.81,1059.14,0.00451,140.37,168.68,10.31,178.99,55.0,582.53,12.15,570.38,51.77,851.63,110.71,2859.37,5.013,191.2,No
208,2025-01-18 06:00:00,M04,74.37,4.432,979.41,967.38,0.004601,129.85,151.61,1.18,152.79,55.0,532.06,9.53,522.53,53.35,785.64,102.13,2493.54,4.772,205.2,No
209,2025-01-18 08:00:00,M01,74.62,4.103,858.65,849.24,0.004587,112.81,126.57,4.01,130.58,55.0,467.08,8.65,458.43,53.39,671.43,87.29,2180.69,4.757,210.64,No
210,2025-01-18 10:00:00,M03,69.11,4.496,979.6,961.12,0.00383,126.27,146.96,25.18,172.14,55.0,528.62,8.18,520.44,53.13,708.19,92.06,2474.37,4.754,181.4,Yes
211,2025-01-18 12:00:00,M04,80.19,4.17,1047.38,1058.03,0.005563,105.16,122.87,12.08,134.96,55.0,581.92,13.96,567.96,54.23,691.0,89.83,2668.04,4.698,252.5,No
212,2025-01-18 14:00:00,M03,69.47,3.932,1005.39,1014.3,0.003803,147.89,168.0,30.92,198.91,55.0,557.87,13.11,544.76,54.18,823.39,107.04,2686.42,4.931,164.32,No
213,2025-01-18 16:00:00,M01,74.31,3.711,1057.1,1036.45,0.004477,105.64,120.75,26.71,147.46,55.0,570.05,10.27,559.78,52.95,652.34,84.8,2539.1,4.536,227.78,No
214,2025-01-18 18:00:00,M04,75.27,4.024,1077.71,1058.66,0.004679,119.75,138.99,7.45,146.44,55.0,582.26,11.73,570.53,52.94,722.07,93.87,2677.39,4.693,233.76,No
215,2025-01-18 20:00:00,M04,81.45,4.292,1047.78,1027.78,0.005828,95.32,117.56,21.44,139.0,55.0,565.28,10.84,554.44,52.92,628.53,81.71,2739.1,4.94,239.33,No
216,2025-01-18 22:00:00,M04,70.26,3.318,975.22,953.44,0.003827,146.94,168.23,6.13,174.36,55.0,524.39,12.48,511.91,52.49,835.45,108.61,2479.8,4.844,176.15,No
217,2025-01-19 00:00:00,M01,68.41,3.849,1046.79,1019.52,0.00365,165.52,187.9,12.87,200.77,55.0,560.74,8.27,552.46,52.78,909.74,118.27,2633.49,4.767,165.1,No
218,2025-01-19 02:00:00,M01,63.76,3.301,1201.19,1190.48,0.003021,143.6,174.07,76.08,250.15,55.0,654.76,9.81,644.96,53.69,761.5,99.0,3141.03,4.87,154.7,Yes
219,2025-01-19 04:00:00,M05,80.54,3.922,865.91,873.3,0.005579,86.56,102.69,3.87,106.55,55.0,480.32,10.15,470.17,54.3,575.2,74.78,2230.86,4.745,264.75,No
220,2025-01-19 06:00:00,M02,74.32,4.739,1043.86,1047.61,0.004641,114.24,139.46,17.14,156.6,55.0,576.19,12.15,564.04,54.03,705.26,91.68,2668.07,4.73,216.11,No
221,2025-01-19 08:00:00,M02,74.49,3.666,1164.88,1158.44,0.004497,148.37,167.56,23.9,191.45,55.0,637.14,12.61,624.53,53.61,885.16,115.07,3025.67,4.845,195.72,No
222,2025-01-19 10:00:00,M03,88.0,4.516,894.29,855.04,0.007281,102.47,118.92,9.21,128.12,55.5,474.52,19.21,455.31,50.91,738.17,95.96,2291.58,5.033,213.22,No
223,2025-01-19 12:00:00,M04,73.79,5.482,1090.1,1049.36,0.004672,121.43,139.4,18.5,157.9,55.0,577.15,13.56,563.59,51.7,742.91,96.58,2765.01,4.906,214.16,No
224,2025-01-19 14:00:00,M05,64.84,4.854,1102.12,1099.67,0.00332,171.84,193.45,6.05,199.5,55.0,604.82,11.12,593.7,53.87,885.45,115.11,2838.38,4.781,178.55,No
225,2025-01-19 16:00:00,M02,70.92,4.26,867.08,870.93,0.004051,94.36,110.88,51.42,162.31,55.0,479.01,9.33,469.68,54.17,544.53,70.79,2183.51,4.649,173.63,Yes
226,2025-01-19 18:00:00,M05,66.64,4.586,1064.11,1055.22,0.003513,180.86,191.02,36.35,227.37,55.0,580.37,15.49,564.88,53.08,962.59,125.14,2738.16,4.847,149.07,Yes
227,2025-01-19 20:00:00,M01,69.82,3.584,975.58,957.37,0.003804,157.99,179.35,2.96,182.31,55.0,526.55,8.89,517.66,53.06,882.7,114.75,2461.22,4.754,170.37,No
228,2025-01-19 22:00:00,M03,69.79,3.492,994.56,995.78,0.003786,155.4,174.31,2.14,176.45,55.0,547.68,15.62,532.06,53.5,866.51,112.65,2539.17,4.772,180.92,No
229,2025-01-20 00:00:00,M04,68.77,4.213,970.75,964.97,0.003746,126.22,142.14,33.6,175.75,55.0,530.73,14.04,516.7,53.23,711.74,92.53,2447.57,4.737,176.4,Yes
230,2025-01-20 02:00:00,M01,64.34,4.379,1118.14,1116.63,0.003206,223.54,236.5,17.56,254.06,55.0,614.15,9.58,604.57,54.07,1129.27,146.8,2763.39,4.571,142.78,No
231,2025-01-20 04:00:00,M01,80.76,4.692,989.91,953.01,0.005774,118.11,137.74,15.7,153.44,55.0,524.15,15.09,509.06,51.42,770.74,100.2,2587.81,5.084,199.06,No
232,2025-01-20 06:00:00,M02,73.64,3.944,958.3,947.88,0.004409,133.63,156.8,14.25,171.04,55.0,521.33,9.12,512.21,53.45,788.55,102.51,2492.18,4.866,179.68,No
233,2025-01-20 08:00:00,M05,70.76,4.287,959.83,965.87,0.004032,159.23,173.64,10.35,183.99,55.0,531.23,10.67,520.56,54.23,911.82,118.54,2616.35,5.026,169.76,No
234,2025-01-20 10:00:00,M03,76.17,4.272,969.31,960.91,0.004868,117.26,136.39,19.81,156.2,55.0,528.5,7.52,520.98,53.75,732.31,95.2,2374.37,4.558,200.13,No
235,2025-01-20 12:00:00,M05,74.59,4.141,902.84,899.57,0.004589,137.08,163.93,9.34,173.27,55.0,494.76,9.42,485.35,53.76,816.33,106.12,2279.33,4.696,168.06,No
236,2025-01-20 14:00:00,M04,73.52,4.167,957.51,943.56,0.004425,105.81,127.61,7.83,135.44,55.0,518.96,15.76,503.2,52.55,638.41,82.99,2511.19,4.99,222.92,No
237,2025-01-20 16:00:00,M03,75.77,3.815,1010.59,996.72,0.004725,83.62,101.63,3.51,105.15,55.0,548.19,8.54,539.65,53.4,528.48,68.7,2413.88,4.473,307.94,No
238,2025-01-20 18:00:00,M04,72.74,4.326,1036.39,1038.29,0.004329,108.8,126.42,14.71,141.13,55.0,571.06,13.19,557.87,53.83,641.35,83.38,2612.44,4.683,237.18,No
239,2025-01-20 20:00:00,M01,75.69,4.288,1108.36,1082.83,0.004791,105.62,121.75,13.91,135.66,55.0,595.56,12.24,583.32,52.63,668.12,86.86,2754.68,4.722,257.99,No
240,2025-01-20 22:00:00,M01,76.14,4.002,1021.69,996.95,0.004818,107.58,125.91,11.28,137.18,55.0,548.32,9.66,538.67,52.72,667.27,86.75,2702.7,5.017,235.6,No
241,2025-01-21 00:00:00,M05,72.89,4.5,957.3,937.44,0.00438,137.2,153.58,20.98,174.55,55.0,515.59,13.29,502.31,52.47,828.65,107.72,2480.58,4.938,172.66,No
242,2025-01-21 02:00:00,M04,70.79,4.663,909.01,895.63,0.004089,133.91,150.88,11.44,162.32,55.0,492.59,8.83,483.76,53.22,765.97,99.58,2347.51,4.853,178.82,No
243,2025-01-21 04:00:00,M02,80.42,4.505,1026.5,991.27,0.005671,99.6,117.18,61.25,178.43,55.0,545.2,16.33,528.87,51.52,674.33,87.66,2646.42,5.004,177.84,No
244,2025-01-21 06:00:00,M03,69.37,3.731,989.44,983.28,0.003763,126.89,138.51,10.63,149.15,55.0,540.8,11.15,529.65,53.53,716.06,93.09,2453.59,4.632,213.07,No
245,2025-01-21 08:00:00,M03,74.15,4.245,992.41,975.57,0.004536,103.81,121.3,7.02,128.32,55.0,536.56,12.94,523.62,52.76,634.44,82.48,2467.2,4.712,244.83,No
246,2025-01-21 10:00:00,M05,74.28,3.79,1023.63,1018.76,0.004483,127.16,156.09,8.87,164.96,55.0,560.32,10.03,550.28,53.76,761.27,98.97,2522.72,4.584,200.15,No
247,2025-01-21 12:00:00,M03,68.65,4.243,1046.75,1004.43,0.003733,140.91,153.5,14.11,167.61,55.0,552.43,16.1,536.34,51.24,769.45,100.03,2733.12,5.096,191.99,No
248,2025-01-21 14:00:00,M02,67.56,3.792,1024.28,1019.45,0.003532,160.61,184.91,51.83,236.74,55.0,560.7,9.78,550.92,53.79,888.99,115.57,2733.67,4.962,139.63,No
249,2025-01-21 16:00:00,M02,70.05,4.775,984.65,985.68,0.003999,152.08,174.48,7.3,181.77,55.0,542.12,9.15,532.98,54.13,849.9,110.49,2479.34,4.652,175.93,No
250,2025-01-21 18:00:00,M03,69.29,4.552,927.88,918.84,0.003862,178.92,199.71,16.77,216.47,55.0,505.36,12.81,492.55,53.08,996.1,129.49,2447.41,4.969,136.52,No
251,2025-01-21 20:00:00,M04,63.98,4.719,944.85,931.02,0.003201,176.62,192.72,18.63,211.35,55.0,512.06,9.4,502.66,53.2,918.68,119.43,2497.03,4.968,142.7,No
252,2025-01-21 22:00:00,M05,68.42,4.673,1076.34,1071.37,0.003758,187.36,209.29,33.7,243.0,55.0,589.26,13.63,575.63,53.48,1017.72,132.3,2702.81,4.695,142.13,No
253,2025-01-22 00:00:00,M03,73.46,4.078,961.88,962.12,0.004403,135.76,161.38,5.44,166.82,55.0,529.17,8.04,521.13,54.18,796.61,103.56,2517.09,4.83,187.44,No
254,2025-01-22 02:00:00,M02,78.96,4.008,878.86,871.19,0.005307,116.67,139.32,19.39,158.7,55.0,479.15,8.04,471.12,53.61,742.78,96.56,2201.68,4.673,178.12,No
255,2025-01-22 04:00:00,M02,75.05,4.984,1104.36,1095.72,0.0048,134.7,154.04,27.76,181.8,55.0,602.64,12.51,590.13,53.44,804.94,104.64,2666.17,4.518,194.77,No
256,2025-01-22 06:00:00,M04,58.0,4.126,915.19,919.66,0.002504,240.0,258.43,23.0,281.44,55.0,505.81,12.23,493.58,53.93,1103.58,143.47,2497.43,5.06,105.23,No
257,2025-01-22 08:00:00,M05,75.53,3.59,1003.17,997.29,0.004649,108.93,124.74,23.4,148.14,55.0,548.51,10.3,538.21,53.65,684.26,88.95,2594.93,4.821,217.99,No
258,2025-01-22 10:00:00,M01,68.93,4.653,1044.2,1018.51,0.003825,169.63,188.43,8.82,197.24,55.0,560.18,10.69,549.49,52.62,926.12,120.4,2777.83,5.055,167.15,No
259,2025-01-22 12:00:00,M01,74.49,4.265,1000.29,1000.49,0.004593,117.29,137.85,14.21,152.06,55.0,550.27,9.95,540.32,54.02,715.11,92.96,2582.72,4.78,213.2,No
260,2025-01-22 14:00:00,M03,71.92,4.878,776.97,764.16,0.004288,137.55,156.11,25.0,181.11,55.0,420.29,10.33,409.96,52.76,796.06,103.49,2031.07,4.954,135.81,No
261,2025-01-22 16:00:00,M01,70.94,4.309,1035.14,1020.03,0.004061,142.09,160.19,2.47,162.66,55.0,561.02,6.89,554.13,53.53,809.15,105.19,2790.75,5.036,204.4,No
262,2025-01-22 18:00:00,M05,71.44,4.191,1119.38,1104.03,0.004116,158.76,176.91,9.42,186.33,55.0,607.21,11.58,595.64,53.21,907.43,117.97,2869.75,4.818,191.8,No
263,2025-01-22 20:00:00,M02,71.88,4.887,1070.79,1067.18,0.004282,139.35,165.09,6.49,171.58,55.0,586.95,10.74,576.21,53.81,809.46,105.23,2651.47,4.602,201.5,No
264,2025-01-22 22:00:00,M01,79.39,3.508,808.84,813.68,0.00529,87.38,106.49,5.4,111.89,55.0,447.53,8.01,439.51,54.34,568.55,73.91,2128.93,4.844,235.68,No
265,2025-01-23 00:00:00,M05,71.89,3.937,1191.45,1173.93,0.004145,174.92,194.19,15.97,210.16,55.0,645.66,16.25,629.41,52.83,1002.2,130.29,3090.33,4.91,179.69,No
266,2025-01-23 02:00:00,M01,77.97,3.801,880.67,885.76,0.005093,123.72,132.54,15.0,147.54,55.0,487.17,6.45,480.71,54.58,774.57,100.69,2418.19,5.03,195.5,No
267,2025-01-23 04:00:00,M02,77.17,3.212,902.94,891.18,0.004852,108.27,130.55,10.7,141.25,55.0,490.15,10.35,479.8,53.14,682.16,88.68,2428.02,5.061,203.81,No
268,2025-01-23 06:00:00,M01,75.67,4.593,1070.37,1072.32,0.004839,99.4,120.17,13.47,133.63,55.0,589.78,12.87,576.91,53.9,614.98,79.95,2649.95,4.593,259.03,No
269,2025-01-23 08:00:00,M01,62.17,3.949,1040.76,1027.62,0.002914,219.17,239.75,11.22,250.97,55.0,565.19,10.26,554.93,53.32,1084.71,141.01,2648.16,4.772,132.67,No
270,2025-01-23 10:00:00,M01,78.14,4.607,1007.23,986.17,0.00527,92.98,113.82,2.02,115.84,55.0,542.39,14.46,527.93,52.41,596.64,77.56,2490.67,4.718,273.44,No
271,2025-01-23 12:00:00,M01,69.48,4.375,948.75,956.41,0.003864,162.4,177.02,3.84,180.86,55.0,526.02,10.82,515.2,54.3,891.68,115.92,2297.51,4.459,170.92,No
272,2025-01-23 14:00:00,M01,75.94,4.473,1119.78,1095.08,0.004864,133.19,150.44,18.68,169.12,55.0,602.29,10.69,591.6,52.83,815.55,106.02,2843.4,4.806,209.88,No
273,2025-01-23 16:00:00,M01,66.65,3.995,996.46,973.68,0.003443,150.42,175.88,54.3,230.18,55.0,535.53,11.47,524.06,52.59,805.92,104.77,2648.75,5.054,136.6,Yes
274,2025-01-23 18:00:00,M03,65.48,3.856,859.08,833.24,0.003283,155.69,168.5,8.25,176.75,55.0,458.28,8.01,450.27,52.41,814.67,105.91,2255.23,5.009,152.85,No
275,2025-01-23 20:00:00,M04,82.87,4.24,1110.91,1111.14,0.006098,87.15,100.2,21.17,121.37,55.0,611.13,17.15,593.97,53.47,589.49,76.63,2814.36,4.738,293.64,No
276,2025-01-23 22:00:00,M02,66.74,4.614,1019.74,1022.84,0.003529,139.48,152.02,17.08,169.1,55.0,562.56,14.03,548.53,53.79,754.58,98.1,2676.37,4.879,194.62,No
277,2025-01-24 00:00:00,M02,78.3,4.177,1100.35,1088.77,0.00522,111.94,129.62,7.72,137.34,55.0,598.82,13.19,585.63,53.22,714.98,92.95,2898.92,4.95,255.85,No
