Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Daily meals frequency,Physical exercise,Carbs,Proteins,Fats,Calories,meal_name,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,Name of Exercise,Sets,Reps,Benefit,Burns Calories (per 30 min),Target Muscle Group,Equipment Needed,Difficulty Level,Body Part,Type of Muscle,Workout,BMI_calc,cal_from_macros,pct_carbs,protein_per_kg,pct_HRR,pct_maxHR,cal_balance,lean_mass_kg,expected_burn,Burns Calories (per 30 min)_bc,Burns_Calories_Bin
37.35,Female,88.65,1.79,182.36,137.78,67.81,1.74,2490.11,HIIT,29.59749049937583,3.47,5.04,3.01,27.67,3.01,4.0,428.87,171.53,113.84,2621.0,Other,Lunch,Balanced,42.99,891.54,16.44,309.1,Boiled,28.96,42.46,1.1,Russian Twists,3.99,21.86,Combines lower body and upper body strength,373.65,"Chest, Triceps",Kettlebell,Beginner,Abs,Middle,Pull-ups,27.66767579039356,3426.16,0.5007004926798515,1.9349125775521716,0.6108249672632038,0.7555384952840535,130.88999999999987,62.411824672303325,1300.302,1.4755428117472246e+20,Very High
21.24,Female,80.78,1.9,193.85,137.76,55.01,1.8,2575.98,HIIT,22.6918319466272,3.5,4.01,3.01,22.38,3.01,-0.01,162.37,63.98,42.89,2174.0,Other,Breakfast,Paleo,38.15,926.5,217.13,211.58,Baked,38.32,9.49,4.12,Russian Twists,5.01,17.95,Targets lower abs,355.67,"Upper Back, Rear Deltoids",None or Dumbbells,Beginner,Forearms,Middle,Military press,22.37673130193906,1291.41,0.5029231615056412,0.7920277296360485,0.5960097954479977,0.710652566417333,-401.98,62.44953815351455,1280.412,9.862440521292261e+19,High
25.76,Female,70.53,1.5,182.39,142.14,53.94,1.15,1011.08,Cardio,30.919318997894145,2.6,1.97,1.0,31.35,3.0,-0.04,217.65,85.89,58.01,1839.0,Other,Snack,Paleo,4.67,2179.93,116.05,240.22,Fried,37.85,112.78,4.85,Seated Rows,5.01,21.05,Strengthens lower abs,368.91,"Back, Core, Shoulders",Cable Machine or Resistance Band,Intermediate,Legs,Upper,Pull-ups,31.346666666666668,1736.25,0.5014254859611231,1.2177796682262867,0.6866485013623977,0.7793190416141236,827.92,48.72260431078526,848.4929999999999,1.3293965745308955e+20,Very High
40.09,Male,54.73,1.61,183.75,157.78,64.12,1.55,1209.0,Yoga,22.609754391390187,2.71,3.98,3.0,21.11,2.0,0.02,274.39,109.75,73.35,1549.0,Other,Lunch,Balanced,31.52,1792.05,43.21,315.25,Steamed,52.11,112.34,2.86,Calf Raises,4.99,18.01,Improves balance and leg strength,333.31,"Rear Deltoids, Upper Back",Kettlebell,Beginner,Chest,Triceps,Dumbbell rows,21.11415454650669,2196.71,0.4996380951513854,2.005298739265485,0.7829139847864248,0.8586666666666667,340.0,42.35568142159215,1033.261,5.803060592533536e+19,Low
32.59,Male,52.75,1.66,190.86,128.92,71.91,1.26,1248.53,Strength,23.56556909365815,2.49,2.96,1.01,19.14,3.01,0.0,247.09,98.22,66.16,1446.0,Other,Dinner,Vegetarian,2.48,107.0,201.6,143.15,Baked,9.95,42.06,4.78,Reverse Lunges,4.0,24.13,Targets obliques and improves core rotation,350.36,Lower Abs,Step or Box,Advanced,Back,Quads,Dumbbell rows,19.142836405864426,1976.68,0.5000101179755955,1.8619905213270145,0.4792770071458594,0.6754689301058366,197.47000000000003,40.319162303095325,882.9072,8.722111215022268e+19,High
52.62,Female,84.36,1.76,164.87,137.25,69.2,1.68,1308.38,Yoga,26.90164503779492,3.5,5.01,2.98,27.23,1.99,0.02,251.88,100.12,66.98,2285.0,Other,Breakfast,Paleo,8.63,1561.45,81.35,146.05,Grilled,10.45,87.04,4.32,Russian Twists,4.01,22.96,Improves flexibility,351.92,Calves,Box or Platform,Beginner,Back,Posterior,Crunches,27.233987603305785,2010.82,0.5010493231616951,1.1868183973447133,0.7112992578655796,0.832474070479772,976.62,61.665772246116205,1182.4512,9.044447141582979e+19,High
58.93,Female,59.66,1.76,193.79,120.64,52.98,1.72,1787.42,Cardio,21.52076364412733,2.7,5.0,2.99,19.26,3.03,0.01,201.78,80.95,53.99,1789.0,Other,Lunch,Vegetarian,34.91,2130.37,126.94,450.97,Baked,59.47,65.86,2.34,Deadlift,5.01,14.96,Strengthens core and improves mobility,337.04,Core,None or Dumbbells,Beginner,Legs,Upper,Chest flyes,19.260072314049587,1616.8300000000002,0.4991990499928873,1.356855514582635,0.4805056459058305,0.6225295422880438,1.5799999999999272,46.82071240991363,1159.4176,6.3552197837968515e+19,Low
52.03,Female,59.98,1.71,169.37,151.06,58.16,1.24,1499.04,HIIT,21.92316157235524,2.02,2.97,1.0,20.51,2.04,-0.02,178.89,72.16,48.06,1648.0,Other,Lunch,Vegan,28.52,1033.56,161.98,423.53,Steamed,50.01,116.84,3.49,Plyo Squats,3.0,11.85,Improves posture and strengthens upper back,199.88,"Core, Shoulders, Hips",Resistance Band or Cable Machine,Advanced,Shoulders,Posterior,Decline dumbbell flyes,20.512294381177117,1436.74,0.49804418335955,1.2030676892297432,0.8353565326859095,0.8918934876306311,148.96000000000004,46.83048768890132,495.7024,8.944440180628534e+17,Low
30.75,Female,76.83,1.62,174.06,127.01,73.99,1.39,999.97,Yoga,28.97544940228808,2.29,3.97,1.99,29.28,1.99,1.99,312.47,125.01,83.31,2268.0,Other,Dinner,Balanced,42.56,1154.1,83.18,467.17,Steamed,18.18,28.11,2.27,Wall Angels,4.0,17.11,Strengthens lower abs,345.11,"Shoulders, Upper Back",Box or Platform,Advanced,Chest,Lower Chest,Barbell curls,29.27526291723822,2499.71,0.5000100011601346,1.627098789535338,0.5298291196162687,0.7296909111800529,1268.03,54.56816222422206,959.4058,7.710153036907836e+19,Medium
29.01,Male,58.43,1.61,197.67,121.65,72.05,1.2,1296.0,Strength,27.545948725226136,2.01,2.99,2.0,22.54,1.99,-0.01,220.02,87.44,58.56,1771.0,Other,Lunch,Balanced,9.75,312.81,4.53,433.09,Baked,51.03,26.98,2.89,Mountain Climbers,4.0,16.03,Improves balance and coordination,350.76,"Core, Lower Back",Pull-up Bar,Advanced,Shoulders,Quads,Dumbbell curls,22.54156861232205,1756.88,0.5009334729748189,1.4964915283244908,0.3948415857347557,0.615419638791926,475.0,42.33490215985037,841.824,8.803784642430412e+19,High
39.14,Female,71.32,1.88,197.84,146.63,50.97,0.55,665.5,HIIT,23.967493304534432,2.21,1.99,1.0,20.18,3.0,-0.0,256.52,101.44,67.94,1934.0,Other,Breakfast,Low-Carb,25.86,755.83,122.14,106.63,Fried,40.21,114.88,4.09,Deadlift,5.01,20.01,Improves posture and back strength,367.32,"Glutes, Hamstrings",Dumbbells or Barbell,Advanced,Shoulders,Wrist Flexors,Pull-ups,20.178813942960616,2043.3,0.502168061469192,1.4223219293325855,0.6513243004017157,0.7411544682571775,1268.5,54.226383775206045,404.052,1.2833047475887163e+20,Very High
39.08,Male,55.58,1.71,183.69,147.75,59.11,1.96,2039.97,Cardio,20.39435029298726,2.7,5.0,3.01,19.01,3.0,-0.02,202.77,81.81,54.86,1656.0,Other,Snack,Vegetarian,7.24,1222.64,185.13,439.22,Raw,6.72,112.15,1.79,Bear Crawls,4.0,15.15,Targets obliques and improves core rotation,340.84,"Glutes, Hamstrings, Core",None or Dumbbell,Advanced,Forearms,Anterior,Plate pinch,19.00755788105742,1632.0600000000002,0.4969670232712032,1.471932349766103,0.7115106758709263,0.8043442756818553,-383.97,44.24482010715768,1336.0928,6.964652405070684e+19,Medium
38.16,Female,44.9,1.68,193.25,143.88,57.92,1.01,1092.62,Strength,20.66838612087244,2.42,2.98,2.02,15.91,3.0,0.02,282.8,113.61,75.84,1242.0,Other,Breakfast,Vegan,12.42,1212.06,4.43,343.83,Fried,57.72,117.79,3.2,Tricep Extensions,3.98,17.95,Improves core stability and balance,338.1,"Triceps, Chest",Low Bar or TRX,Beginner,Legs,Posterior,Chest flyes,15.908446712018142,2268.2000000000003,0.4987214531346441,2.530289532293987,0.6351880588191827,0.7445278137128072,149.3800000000001,35.61989463172827,682.9620000000001,6.520318021230184e+19,Medium
26.29,Female,59.21,1.51,181.25,128.96,71.25,1.69,2420.42,HIIT,24.98062256347282,2.71,4.97,3.02,25.97,4.01,-0.02,180.13,72.39,48.72,1872.0,Other,Snack,Paleo,43.55,1533.61,81.34,126.35,Baked,59.59,40.34,4.3,Resistance Band Pull-Aparts,4.98,19.97,Builds lower body power and endurance,355.43,Core,"Bench, Barbell",Beginner,Legs,Grip Strength,Incline dumbbell flyes,25.968159291259155,1448.56,0.4974043187717457,1.222597534200304,0.5246363636363637,0.7115034482758621,-548.4200000000001,44.41897338016774,1201.3534,9.80820903163355e+19,High
26.92,Male,87.68,1.63,182.88,135.14,73.97,1.75,2052.22,Strength,29.90042295012659,3.5,4.99,3.03,33.0,4.01,3.99,410.38,163.87,109.15,2558.0,Other,Dinner,Balanced,7.53,1514.17,99.7,108.68,Boiled,13.91,21.75,3.57,Step-ups,3.99,23.18,Improves hip power and cardiovascular fitness,372.07,"Chest, Triceps, Shoulders",None or Dumbbell,Advanced,Shoulders,Lats,Leg raises,33.00086567051828,3279.35,0.5005626114931313,1.8689552919708028,0.5616564135524744,0.7389545056867891,505.7800000000002,61.46330915732901,1302.245,1.4253342479682049e+20,Very High
45.05,Male,63.63,1.54,199.17,133.28,58.05,1.66,1727.73,Cardio,29.042268221161752,2.71,3.99,3.01,26.83,2.98,0.02,223.1,89.45,59.04,1918.0,Other,Snack,Vegetarian,27.1,1515.19,280.84,424.7,Raw,40.6,80.4,4.39,Lateral Raises,4.0,25.0,Targets biceps and forearms,368.48,Shoulders,Parallel Bars or Chair,Intermediate,Chest,Upper,Barbell squats,26.82998819362456,1781.56,0.5009093154314197,1.4057834354864058,0.5330924036281179,0.6691770849023447,190.27,45.150404730874776,1223.3536,1.3167903430942632e+20,Very High
58.04,Female,109.54,1.91,197.5,156.16,55.87,1.48,1065.6,Yoga,30.72971438912612,2.22,3.02,2.0,30.03,3.01,-0.0,306.96,122.84,81.67,2956.0,Other,Dinner,Vegan,15.4,109.15,31.29,392.99,Steamed,7.55,62.15,1.9,Decline Push-ups,4.98,15.91,Improves unilateral leg strength and balance,357.61,"Upper Chest, Triceps",Pull-up Bar,Advanced,Back,Wrist Extensors,Leg curls,30.026589183410547,2454.23,0.5002954083358121,1.1214168340332298,0.7081126879898326,0.7906835443037975,1890.4,75.87867085815125,1058.5256,1.0310565329637689e+20,High
56.29,Female,125.88,1.86,196.94,129.1,63.86,1.0,960.8,Cardio,35.0,2.2,3.04,2.01,36.39,2.99,0.0,298.21,120.07,79.45,3424.0,Other,Breakfast,Low-Carb,39.98,1286.81,251.92,312.73,Steamed,47.66,13.73,2.87,Face Pulls,4.0,15.05,Builds lower body power and endurance,366.43,"Quadriceps, Glutes",Bench or Chair,Advanced,Arms,Lower Chest,Dumbbell front raises,36.38570933055844,2388.17,0.4994786803284523,0.953844931680966,0.4902314397354975,0.6555296029247486,2463.2,81.822,732.86,1.2581223830195687e+20,Very High
50.13,Female,70.32,1.68,186.97,161.25,70.19,1.16,1147.36,Strength,29.252529769449342,2.51,1.98,1.0,24.91,3.0,0.02,298.86,119.65,80.16,1861.0,Other,Snack,Balanced,20.54,927.21,7.93,327.28,Baked,46.14,62.35,1.37,Prone Cobras,2.99,11.87,Targets lower chest,259.05,"Upper Chest, Triceps",None or Dumbbells,Intermediate,Chest,Posterior,Triceps dips,24.91496598639456,2395.48,0.4990398583999866,1.7015073947667807,0.7797568076725466,0.8624378242498797,713.6400000000001,49.74962106612322,600.996,7.41320319230946e+18,Low
56.77,Male,85.56,1.69,189.23,132.57,50.08,1.77,1842.22,Cardio,28.59816726529328,3.49,5.0,3.01,29.96,3.01,-0.02,200.87,80.59,53.75,2366.0,Other,Snack,Keto,11.46,322.63,277.93,361.5,Grilled,55.34,54.96,1.81,Burpees,5.02,23.99,Strengthens lower abs and hip flexors,346.69,"Back, Hamstrings, Glutes",Cable Machine or Resistance Band,Advanced,Chest,Lats,Crunches,29.956934281012572,1609.59,0.4991830217633061,0.941912108461898,0.5928135106000719,0.7005760186017016,523.78,61.09140808781508,1227.2826,8.003253582627902e+19,Medium
33.93,Female,64.38,1.78,169.13,144.15,63.97,1.33,1438.79,Strength,22.68075382819338,1.79,4.02,2.02,20.32,2.98,0.0,211.62,84.99,57.28,1731.0,Other,Snack,Vegetarian,12.74,1487.92,167.3,488.42,Raw,8.11,118.32,0.99,Pull-ups,3.99,23.06,Targets obliques and improves core rotation,364.26,"Lower Back, Glutes",Kettlebell,Beginner,Forearms,Posterior,Military press,20.31940411564196,1701.96,0.4973559895649721,1.320130475302889,0.7624572080639027,0.852302962218412,292.21000000000004,49.7781306854091,968.9316,1.1985324638547704e+20,Very High
18.77,Male,60.51,1.59,183.97,127.79,53.03,1.15,1012.92,Cardio,27.30236727987143,2.21,2.04,1.01,23.93,1.99,-0.05,201.97,81.36,54.63,1615.0,Other,Snack,Balanced,37.38,1822.76,267.53,491.62,Steamed,40.1,109.75,2.0,Shoulder Press,2.99,8.11,Targets biceps and forearms,249.64,Calves,Cable Machine,Advanced,Chest,Anterior,Concentration curls,23.93497092678296,1624.99,0.4971599825229694,1.3445711452652451,0.5709485260424623,0.6946241234983965,602.08,43.98933755894979,574.1719999999999,5.481329790836477e+18,Low
28.33,Female,69.13,1.58,181.99,134.58,49.9,1.49,1073.69,Yoga,28.50902646757633,2.0,2.98,2.01,27.69,3.0,1.01,254.78,101.9,68.03,1995.0,Other,Breakfast,Vegan,2.95,1377.13,153.72,205.51,Grilled,35.01,22.14,4.72,Push-ups,5.0,24.0,Builds explosive power,335.25,"Lower Abs, Hip Flexors",Dumbbells,Beginner,Abs,Middle,Dumbbell flyes,27.691876301874693,2038.99,0.4998160854148377,1.4740344278894837,0.6410780528427588,0.7394911808341118,921.31,49.42171000296448,999.045,6.084742341222583e+19,Low
31.96,Male,97.49,1.96,188.46,137.25,49.93,1.36,1467.58,Strength,26.502290685568045,3.4,3.01,1.99,25.38,3.0,0.98,276.79,109.74,73.73,2502.0,Other,Snack,Keto,12.48,158.78,216.12,401.47,Boiled,7.09,5.58,4.41,Squats,5.01,18.99,Improves cardiovascular fitness,371.13,"Shoulders, Upper Back",Bench or Chair,Beginner,Abs,Lats,Decline dumbbell press,25.3774468971262,2209.69,0.5010476582688069,1.1256539132218688,0.63033277990327,0.7282712511938872,1034.42,71.65291681063971,1009.4736,1.3961804453535234e+20,Very High
38.76,Male,85.97,1.82,191.07,160.06,72.1,1.96,2807.11,HIIT,28.148384968178654,3.5,5.03,3.02,25.95,3.0,3.0,250.06,99.54,66.37,2466.0,Other,Lunch,Keto,31.49,967.13,195.57,416.48,Raw,58.1,33.96,3.8,Box Jumps,4.99,16.07,Strengthens lower abs and hip flexors,340.61,"Full Body, Core, Shoulders",Bench or Step,Intermediate,Abs,Upper,Plate pinch,25.953991063881173,1995.73,0.5011900407369735,1.1578457601488892,0.7393460536269648,0.8377034594651175,-341.1100000000001,61.77083344285681,1335.1912,6.926358736374583e+19,Medium
36.52,Male,56.0,1.57,182.37,123.02,52.99,0.97,961.17,Strength,28.373558365381864,2.42,2.02,1.01,22.72,2.01,1.0,208.63,83.47,54.99,1433.0,Other,Breakfast,Low-Carb,20.37,2001.7,222.22,239.06,Roasted,8.77,23.0,2.2,Rows,4.01,25.05,Improves posture and back strength,340.72,"Upper Back, Rear Deltoids",None or Dumbbells,Advanced,Chest,Middle,Wrist extension,22.7189744005842,1663.3100000000002,0.501722469052672,1.4905357142857143,0.541273767197403,0.6745627021988265,471.83,40.11080731538616,660.9968,6.944649974571399e+19,Medium
52.85,Male,47.69,1.76,163.96,149.27,74.17,1.06,1399.2,HIIT,19.119865654275376,1.5,3.99,2.0,15.4,4.01,0.01,295.15,118.76,79.09,1410.0,Other,Snack,Vegan,30.5,1682.65,149.42,273.04,Raw,51.66,118.42,3.69,Kettlebell Swings,5.02,17.11,Improves lower back strength,344.91,"Chest, Triceps, Shoulders",Bench or Chair,Beginner,Back,Grip Strength,Lateral raises,15.395790289256198,2367.45,0.4986800143614437,2.4902495282029777,0.8363960351932287,0.9104049768236157,10.799999999999956,38.57173606947608,731.2092000000001,7.673732219072645e+19,Medium
18.0,Female,64.01,1.63,161.7,120.44,73.06,0.66,580.8,Cardio,26.843215360604923,2.19,3.01,1.0,24.09,3.0,-0.01,214.64,85.59,57.27,1758.0,Other,Lunch,Vegan,43.07,2069.47,4.82,396.21,Boiled,5.6,48.41,2.37,Push-ups,4.0,24.97,Improves posture and strengthens upper back,359.03,"Upper Chest, Triceps",Bench or Sturdy Surface,Intermediate,Abs,Wrist Flexors,Leg raises,24.091986902028683,1716.35,0.5002243132228275,1.3371348226839557,0.5345216606498195,0.7448361162646877,1177.2,46.8276578476768,473.9196,1.0649808991667973e+20,High
18.0,Female,62.43,1.59,190.02,161.38,50.38,1.23,1180.8,Cardio,26.635811730396675,2.18,4.01,2.0,24.69,3.01,-0.0,217.52,86.76,58.54,1857.0,Other,Lunch,Keto,15.12,1253.85,212.37,295.27,Baked,53.46,106.89,2.16,Kettlebell Swings,5.0,17.97,Builds calf muscles,341.52,"Chest, Triceps",Resistance Band or Cable Machine,Beginner,Shoulders,Wrist Extensors,Preacher curls,24.69443455559511,1743.98,0.4989048039541738,1.3897164824603556,0.794901174448582,0.8492790232607094,676.2,45.80126273671336,840.1392,7.0789577991987536e+19,Medium
43.69,Female,42.16,1.66,172.79,134.26,53.17,0.73,481.8,Yoga,21.13820340651529,1.88,2.01,1.0,15.3,3.03,0.03,332.81,133.7,88.57,1142.0,Other,Dinner,Keto,7.39,927.13,79.46,474.44,Steamed,55.85,85.58,4.31,Bird Dogs,4.0,20.03,Builds unilateral leg strength and balance,335.87,"Back, Core, Shoulders",Box or Platform,Beginner,Abs,Triceps,Lateral raises,15.299753229786615,2663.17,0.4998704551342948,3.1712523719165087,0.6778966727971911,0.777012558597141,660.2,33.24813344381315,490.3702,6.177260203562338e+19,Low
30.47,Male,87.22,1.69,185.09,129.92,64.85,1.74,1810.99,Cardio,29.381819818670085,3.51,4.01,3.01,30.54,3.0,4.0,293.13,116.49,78.24,2619.0,Other,Dinner,Low-Carb,29.7,1928.82,61.55,153.18,Roasted,11.15,10.84,1.87,Plyometric Push-ups,5.0,17.96,Builds lower body power,343.62,"Chest, Triceps",Barbell,Advanced,Shoulders,Triceps,Bent-over lateral raises,30.53814642344456,2342.64,0.5005122425980945,1.33558816785141,0.5411676646706586,0.7019287913987788,808.01,61.59317675415595,1195.7976,7.442425478026176e+19,Medium
36.85,Male,76.15,1.82,191.78,120.66,50.15,1.49,1431.59,Cardio,26.70870756569342,2.8,3.98,2.01,22.99,3.02,0.03,190.36,76.31,50.8,1891.0,Other,Snack,Vegan,2.45,2418.4,109.9,331.8,Grilled,39.98,60.13,2.42,Seated Rows,4.02,18.95,Strengthens triceps and chest,343.73,"Quadriceps, Hamstrings, Glutes",Barbell,Beginner,Abs,Wrist Extensors,Triceps dips,22.98937326409854,1523.88,0.4996718901750794,1.0021011162179907,0.4978465014474334,0.6291584106789029,459.4100000000001,55.81131918872447,1024.3154,7.461907692645315e+19,Medium
18.8,Female,127.92,1.92,184.44,168.17,69.96,1.26,1211.62,Cardio,32.137482441866815,3.0,3.99,2.02,34.7,2.99,0.0,233.71,93.24,61.85,3376.0,Other,Breakfast,Paleo,17.72,2486.74,265.81,211.02,Steamed,40.98,19.66,1.81,Calf Raises,4.01,16.91,Builds explosive power,342.75,Core,Pull-up Bar,Beginner,Abs,Quads,Barbell curls,34.700520833333336,1864.45,0.5014025583952373,0.7288930581613507,0.8578791055206149,0.9117870310127956,2164.38,86.80973246036397,863.73,7.2899055427281535e+19,Medium
24.11,Male,58.82,1.76,189.09,129.86,72.93,0.63,415.42,Yoga,23.042199944788766,1.69,3.04,1.0,18.99,2.99,4.0,296.4,119.17,79.57,1760.0,Other,Snack,Vegetarian,6.13,899.07,125.65,396.65,Roasted,58.11,95.88,4.02,Calf Raises,5.0,21.06,Improves balance and coordination,339.54,"Upper Back, Rear Deltoids",Bench or Chair,Advanced,Abs,Lateral,Concentration curls,18.98889462809917,2378.41,0.4984842815158025,2.0260115606936417,0.4900998622589532,0.6867629171294093,1344.58,45.26657799247525,427.8204,6.750629534629783e+19,Medium
41.04,Female,82.17,1.66,176.8,138.34,74.12,1.98,2060.78,Cardio,30.284776579530742,3.5,4.99,3.01,29.82,3.99,2.02,265.42,106.58,71.22,2327.0,Other,Snack,Vegan,45.23,591.33,78.78,222.77,Roasted,27.89,5.72,3.1,Dragon Flags,4.01,14.98,Builds explosive upper body power,346.59,"Upper Back, Rear Deltoids",Resistance Band or Cable Machine,Beginner,Shoulders,Wrist Flexors,Leg curls,29.819277108433734,2128.98,0.4986801191180753,1.2970670561032007,0.6254382547721075,0.7824660633484163,266.2199999999998,57.28499908459958,1372.4964,7.98441716232852e+19,Medium
42.15,Female,60.3,1.74,194.87,140.88,52.12,1.79,2097.52,Strength,20.866060956213715,2.69,5.02,3.02,19.92,2.99,-0.03,201.73,80.56,53.87,1844.0,Other,Snack,Keto,34.93,2080.29,206.99,428.49,Boiled,9.22,19.88,1.18,Plyometric Push-ups,5.0,15.99,Improves posture and strengthens upper back,364.54,Full Core,Parallel Bars or Chair,Advanced,Shoulders,Anterior,Plate pinch,19.916765755053508,1613.9899999999998,0.4999535313106029,1.3359867330016584,0.621786339754816,0.722943500795402,-253.52,47.71776524340313,1305.0532,1.2060794960428679e+20,Very High
28.23,Male,79.51,1.59,180.81,130.24,54.05,1.48,1950.34,HIIT,32.375722484306486,1.51,3.02,1.98,31.45,1.98,0.06,207.92,83.89,56.62,2204.0,Other,Lunch,Paleo,17.69,163.98,175.8,289.93,Raw,10.4,95.71,1.51,Dead Bugs,5.0,16.05,Builds calf muscles,359.58,"Core, Shoulders, Legs",Parallel Bars or Chair,Intermediate,Legs,Anterior,Triceps dips,31.45049642023654,1676.82,0.4959864505432902,1.0550874103886303,0.6010571158094037,0.7203141419169294,253.66000000000008,53.76806305272791,1064.3568,1.0783815397003724e+20,High
53.32,Female,55.68,1.55,170.93,140.91,53.96,1.13,814.28,Yoga,23.802880356141856,1.8,3.98,2.01,23.18,2.02,0.0,218.11,86.97,57.62,1686.0,Other,Snack,Vegetarian,39.62,1265.94,117.13,208.38,Boiled,39.11,9.17,1.67,Glute Bridges,5.0,23.99,Targets upper chest,331.29,"Core, Obliques",Bench or Step,Advanced,Arms,Lower Chest,Plate pinch,23.175858480749216,1738.9,0.5017194778308126,1.5619612068965516,0.7433529964948277,0.8243725501667348,871.72,42.42655621770022,748.7153999999999,5.5219924935451935e+19,Low
43.07,Male,66.62,1.85,169.95,121.09,58.27,1.18,1038.4,Cardio,20.625549461389365,3.2,1.98,1.0,19.47,2.99,1.01,294.52,116.97,78.33,1625.0,Other,Dinner,Paleo,18.37,2220.22,103.57,440.52,Grilled,11.29,69.08,1.42,Calf Raises,5.01,23.97,Targets upper chest,368.93,"Lower Back, Glutes",Resistance Band or Cable Machine,Intermediate,Shoulders,Grip Strength,Incline cable crossovers,19.46530314097881,2350.9300000000003,0.5011123257604436,1.755779045331732,0.5625000000000001,0.7125036775522213,586.5999999999999,52.8792589488224,870.6748,1.3299854805945547e+20,Very High
26.92,Male,103.9,1.68,162.06,134.87,61.98,1.29,1239.43,Cardio,34.33074085871076,3.48,3.03,2.01,36.81,4.01,2.02,303.62,121.46,81.55,2877.0,Other,Snack,Balanced,46.8,873.33,259.53,299.74,Fried,17.03,22.53,2.17,Inverted Rows,3.98,15.07,Improves shoulder health and posture,351.72,"Quadriceps, Calves, Glutes",Barbell,Intermediate,Forearms,Posterior,Hammer curl,36.812641723356016,2434.27,0.4989093239451663,1.1690086621751683,0.7283173461231016,0.8322226335924966,1637.57,68.23036024779952,907.4376,9.002546178546839e+19,High
43.35,Male,82.51,1.95,181.1,159.89,69.97,1.89,2206.2,Strength,26.181430169818924,3.5,5.01,2.97,21.7,4.01,-0.02,278.15,112.06,74.19,2381.0,Other,Dinner,Vegan,40.48,2464.16,99.44,163.75,Baked,56.98,43.26,1.47,Lateral Raises,4.0,20.91,Builds unilateral leg strength and balance,337.98,"Lower Back, Glutes",None or Dumbbells,Intermediate,Shoulders,Anterior,Bicycle crunches,21.69888231426693,2228.55,0.4992483902088801,1.3581384074657616,0.8091424457842166,0.8828823854224185,174.80000000000018,60.90770196688241,1277.5644,6.501440595796797e+19,Medium
